show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,genre1,genre2,genre3
901,TV Show,"Money, Explained",,United States,11/05/2021,2021,TV-14,1 Season,Docuseries,2021,Docuseries,,
903,TV Show,Mine,,South Korea,09/05/2021,2021,TV-14,1 Season,"International TV Shows, TV Dramas",2021,International TV Shows,TV Dramas,
909,TV Show,Jupiter's Legacy,,United States,07/05/2021,2021,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",2021,TV Action & Adventure,TV Sci-Fi & Fantasy,
912,TV Show,Sab Jholmaal Hai,Vijay Roche,India,07/05/2021,2017,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",2021,Kids' TV,TV Comedies,
919,TV Show,Lava Ka Dhaava,,India,05/05/2021,2021,TV-PG,1 Season,Reality TV,2021,Reality TV,,
920,TV Show,The Sons of Sam: A Descent into Darkness,Joshua Zeman,United States,05/05/2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",2021,Crime TV Shows,Docuseries,
921,TV Show,Selena: The Series,,Mexico,04/05/2021,2020,TV-PG,2 Seasons,TV Dramas,2021,TV Dramas,,
922,TV Show,StartUp,,United States,04/05/2021,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas",2021,Crime TV Shows,TV Dramas,
924,TV Show,Trash Truck,,Pakistan,04/05/2021,2021,TV-Y,2 Seasons,Kids' TV,2021,Kids' TV,,
926,TV Show,Angelina Ballerina,,Pakistan,01/05/2021,2010,TV-Y,2 Seasons,"British TV Shows, Kids' TV",2021,British TV Shows,Kids' TV,
928,TV Show,Barney and Friends,,Pakistan,01/05/2021,2010,TV-Y,2 Seasons,Kids' TV,2021,Kids' TV,,
937,TV Show,Miniforce: Super Dino Power,,Pakistan,01/05/2021,2020,TV-Y7,1 Season,Kids' TV,2021,Kids' TV,,
958,TV Show,Pet Stars,,Pakistan,30/04/2021,2021,TV-PG,1 Season,Reality TV,2021,Reality TV,,
961,TV Show,The Innocent,Oriol Paulo,Spain,30/04/2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2021,Crime TV Shows,International TV Shows,Spanish-Language TV Shows
964,TV Show,The Unremarkable Juanquini,,Pakistan,30/04/2021,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2021,International TV Shows,Spanish-Language TV Shows,TV Comedies
966,TV Show,Yasuke,,Pakistan,29/04/2021,2021,TV-MA,1 Season,"Anime Series, International TV Shows",2021,Anime Series,International TV Shows,
968,TV Show,Headspace Guide to Sleep,,Pakistan,28/04/2021,2021,TV-G,1 Season,"Docuseries, Science & Nature TV",2021,Docuseries,Science & Nature TV,
969,TV Show,Sexify,,Poland,28/04/2021,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2021,International TV Shows,TV Comedies,TV Dramas
973,TV Show,Fatma,,Turkey,27/04/2021,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",2021,International TV Shows,TV Dramas,TV Thrillers
989,TV Show,Let's Fight Ghost,Kongkiat Khomsiri,Thailand,23/04/2021,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,International TV Shows,Romantic TV Shows,TV Comedies
994,TV Show,Shadow and Bone,,United States,23/04/2021,2021,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",2021,TV Action & Adventure,TV Dramas,TV Sci-Fi & Fantasy
998,TV Show,Life in Color with David Attenborough,Alastair Fothergill,United Kingdom,22/04/2021,2021,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",2021,British TV Shows,Docuseries,International TV Shows
1004,TV Show,Zero,,Italy,21/04/2021,2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",2021,International TV Shows,TV Comedies,TV Dramas
1005,TV Show,Izzy's Koala World,,Australia,20/04/2021,2021,TV-Y,2 Seasons,Kids' TV,2021,Kids' TV,,
1013,TV Show,Luis Miguel - The Series,,Mexico,19/04/2021,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,International TV Shows,Spanish-Language TV Shows,TV Dramas
1015,TV Show,PJ Masks,,France,19/04/2021,2019,TV-Y,3 Seasons,Kids' TV,2021,Kids' TV,,
1026,TV Show,Bakugan: Geogan Rising,,Pakistan,16/04/2021,2021,TV-Y7,1 Season,"Anime Series, Kids' TV",2021,Anime Series,Kids' TV,
1033,TV Show,Love Naggers,,South Korea,16/04/2021,2021,TV-14,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows",2021,International TV Shows,Stand-Up Comedy & Talk Shows,
1039,TV Show,Dancing Angels,,Pakistan,15/04/2021,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,International TV Shows,Romantic TV Shows,TV Comedies
1041,TV Show,Durarara!!,,Japan,15/04/2021,2016,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows",2021,Anime Series,Crime TV Shows,International TV Shows
1043,TV Show,Garth Brooks: The Road I’m On,Glenn Weiss,United States,15/04/2021,2019,TV-PG,1 Season,Docuseries,2021,Docuseries,,
1044,TV Show,Gilmore Girls,,United States,15/04/2021,2006,TV-14,7 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",2021,Romantic TV Shows,TV Comedies,TV Dramas
1045,TV Show,High-Rise Invasion,,Japan,15/04/2021,2021,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers",2021,Anime Series,International TV Shows,TV Thrillers
1046,TV Show,Next in Fashion,,United States,15/04/2021,2020,TV-14,1 Season,Reality TV,2021,Reality TV,,
1048,TV Show,Peasants Rebellion,,Lebanon,15/04/2021,2018,TV-14,1 Season,"International TV Shows, TV Dramas",2021,International TV Shows,TV Dramas,
1049,TV Show,Power Players,,United States,15/04/2021,2020,TV-Y,3 Seasons,Kids' TV,2021,Kids' TV,,
1050,TV Show,Ricky Zoom,,China,15/04/2021,2019,TV-Y,1 Season,"British TV Shows, Kids' TV",2021,British TV Shows,Kids' TV,
1052,TV Show,Sonic X,,Japan,15/04/2021,2003,TV-Y7,2 Seasons,"Anime Series, Kids' TV",2021,Anime Series,Kids' TV,
1057,TV Show,Ajaibnya Cinta,,Pakistan,14/04/2021,2015,TV-PG,1 Season,"International TV Shows, TV Dramas",2021,International TV Shows,TV Dramas,
1058,TV Show,Dad Stop Embarrassing Me!,,United States,14/04/2021,2021,TV-14,1 Season,TV Comedies,2021,TV Comedies,,
1059,TV Show,Fate: The Winx Saga,,Italy,14/04/2021,2021,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",2021,British TV Shows,International TV Shows,TV Dramas
1060,TV Show,House of Cards,,United States,14/04/2021,2018,TV-MA,6 Seasons,"TV Dramas, TV Thrillers",2021,TV Dramas,TV Thrillers,
1061,TV Show,Indian Matchmaking,,United States,14/04/2021,2020,TV-14,1 Season,"Reality TV, Romantic TV Shows",2021,Reality TV,Romantic TV Shows,
1062,TV Show,Jeffrey Epstein: Filthy Rich,,United States,14/04/2021,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",2021,Crime TV Shows,Docuseries,
1063,TV Show,Law School,,South Korea,14/04/2021,2021,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2021,Crime TV Shows,International TV Shows,TV Dramas
1064,TV Show,Living with Yourself,,United States,14/04/2021,2019,TV-MA,1 Season,"TV Comedies, TV Dramas",2021,TV Comedies,TV Dramas,
1065,TV Show,Signal,,South Korea,14/04/2021,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",2021,Crime TV Shows,International TV Shows,Korean TV Shows
1066,TV Show,Slasher,,Canada,14/04/2021,2019,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",2021,TV Horror,TV Mysteries,TV Thrillers
1068,TV Show,The Underclass,Pass Patthanakumjon,Thailand,14/04/2021,2020,TV-MA,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",2021,International TV Shows,TV Dramas,Teen TV Shows
1069,TV Show,Unnatural Selection,,United States,14/04/2021,2019,TV-MA,1 Season,"Docuseries, Science & Nature TV",2021,Docuseries,Science & Nature TV,
1076,TV Show,My Love: Six Stories of True Love,"Moyoung Jin, Caroline Sá, Deepti Kakkar, Fahad Mustafa, Hikaru Toda, Chico Pereira, Elaine McMillion Sheldon",United States,13/04/2021,2021,TV-PG,1 Season,Docuseries,2021,Docuseries,,
1080,TV Show,The Baker and the Beauty,,Israel,13/04/2021,2020,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",2021,Romantic TV Shows,TV Comedies,TV Dramas
1082,TV Show,"Nicky, Ricky, Dicky & Dawn",,United States,12/04/2021,2018,TV-G,4 Seasons,"Kids' TV, TV Comedies",2021,Kids' TV,TV Comedies,
1083,TV Show,Don't be the First one,,Pakistan,11/04/2021,2021,TV-14,1 Season,"International TV Shows, Reality TV",2021,International TV Shows,Reality TV,
1085,TV Show,Heaven Official's Blessing,,China,09/04/2021,2020,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",2021,Anime Series,International TV Shows,Romantic TV Shows
1092,TV Show,The Way of the Househusband,,Japan,08/04/2021,2021,TV-MA,1 Season,"Anime Series, International TV Shows",2021,Anime Series,International TV Shows,
1094,TV Show,The Big Day,,India,07/04/2021,2021,TV-14,2 Seasons,"International TV Shows, Reality TV, Romantic TV Shows",2021,International TV Shows,Reality TV,Romantic TV Shows
1095,TV Show,The Wedding Coach,,Pakistan,07/04/2021,2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows",2021,Reality TV,Romantic TV Shows,
1096,TV Show,This Is a Robbery: The World's Biggest Art Heist,,Pakistan,07/04/2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",2021,Crime TV Shows,Docuseries,TV Mysteries
1117,TV Show,Glimpses of a Future,,Pakistan,01/04/2021,2020,TV-PG,1 Season,"Docuseries, International TV Shows",2021,Docuseries,International TV Shows,
1124,TV Show,Magical Andes,,Uruguay,01/04/2021,2021,TV-G,2 Seasons,"Docuseries, International TV Shows, Science & Nature TV",2021,Docuseries,International TV Shows,Science & Nature TV
1126,TV Show,Murder Maps,,United Kingdom,01/04/2021,2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",2021,British TV Shows,Crime TV Shows,Docuseries
1128,TV Show,Prank Encounters,,United States,01/04/2021,2021,TV-MA,2 Seasons,"Reality TV, TV Comedies, TV Horror",2021,Reality TV,TV Comedies,TV Horror
1130,TV Show,Secrets of Great British Castles,,United Kingdom,01/04/2021,2016,TV-PG,2 Seasons,"British TV Shows, Docuseries, International TV Shows",2021,British TV Shows,Docuseries,International TV Shows
1144,TV Show,Worn Stories,,United States,01/04/2021,2021,TV-MA,1 Season,"Docuseries, Reality TV",2021,Docuseries,Reality TV,
1147,TV Show,Haunted: Latin America,Adrián García Bogliano,United States,31/03/2021,2021,TV-14,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",2021,International TV Shows,Reality TV,Spanish-Language TV Shows
1149,TV Show,Robocar Poli,,South Korea,31/03/2021,2015,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",2021,Kids' TV,Korean TV Shows,
1150,TV Show,Yu-Gi-Oh!,,Japan,31/03/2021,2005,TV-Y7,1 Season,"Anime Series, Kids' TV",2021,Anime Series,Kids' TV,
1153,TV Show,Rainbow High,,United States,30/03/2021,2020,TV-Y,1 Season,Kids' TV,2021,Kids' TV,,
1159,TV Show,Big Time Rush,,United States,26/03/2021,2013,TV-G,4 Seasons,Kids' TV,2021,Kids' TV,,
1164,TV Show,Magic for Humans Spain,,Spain,26/03/2021,2021,TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",2021,International TV Shows,Reality TV,Spanish-Language TV Shows
1167,TV Show,The Irregulars,,United Kingdom,26/03/2021,2021,TV-14,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2021,British TV Shows,Crime TV Shows,International TV Shows
1169,TV Show,DOTA: Dragon's Blood,,United States,25/03/2021,2021,TV-MA,1 Season,Anime Series,2021,Anime Series,,
1170,TV Show,Pui Pui Molcar,,Japan,25/03/2021,2021,TV-Y7,1 Season,Kids' TV,2021,Kids' TV,,
1174,TV Show,Men on a Mission,Jung-ah Im,South Korea,23/03/2021,2021,TV-14,6 Seasons,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",2021,International TV Shows,Korean TV Shows,Stand-Up Comedy & Talk Shows
1175,TV Show,Navillera,,South Korea,23/03/2021,2021,TV-14,1 Season,"International TV Shows, TV Dramas",2021,International TV Shows,TV Dramas,
1180,TV Show,Mighty Morphin Power Rangers,,United States,20/03/2021,2010,TV-Y7,4 Seasons,Kids' TV,2021,Kids' TV,,
1181,TV Show,Alien TV,,Pakistan,19/03/2021,2021,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",2021,Kids' TV,TV Comedies,
1182,TV Show,Country Comfort,,United States,19/03/2021,2021,TV-PG,1 Season,TV Comedies,2021,TV Comedies,,
1183,TV Show,Formula 1: Drive to Survive,,United Kingdom,19/03/2021,2021,TV-MA,3 Seasons,Docuseries,2021,Docuseries,,
1187,TV Show,B: The Beginning,,Japan,18/03/2021,2021,TV-MA,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows",2021,Anime Series,Crime TV Shows,International TV Shows
1197,TV Show,Under Suspicion: Uncovering the Wesphael Case,Alain Brunard,Belgium,17/03/2021,2021,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",2021,Crime TV Shows,Docuseries,International TV Shows
1201,TV Show,Waffles + Mochi,,United States,16/03/2021,2021,TV-Y,1 Season,Kids' TV,2021,Kids' TV,,
1202,TV Show,Abla Fahita: Drama Queen,,Egypt,15/03/2021,2021,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",2021,Crime TV Shows,International TV Shows,TV Comedies
1206,TV Show,The Lost Pirate Kingdom,,United States,15/03/2021,2021,TV-MA,1 Season,"Docuseries, Science & Nature TV, TV Action & Adventure",2021,Docuseries,Science & Nature TV,TV Action & Adventure
1207,TV Show,Zero Chill,,United Kingdom,15/03/2021,2021,TV-G,1 Season,"British TV Shows, Kids' TV, TV Dramas",2021,British TV Shows,Kids' TV,TV Dramas
1211,TV Show,Love Alarm,,South Korea,12/03/2021,2021,TV-MA,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows",2021,International TV Shows,Korean TV Shows,Romantic TV Shows
1214,TV Show,Paradise PD,,United States,12/03/2021,2021,TV-MA,3 Seasons,TV Comedies,2021,TV Comedies,,
1218,TV Show,The One,,United Kingdom,12/03/2021,2021,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",2021,British TV Shows,Crime TV Shows,International TV Shows
1224,TV Show,Dealer,"Ange Basterga, Nicolas Lopez",France,10/03/2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",2021,Crime TV Shows,International TV Shows,TV Action & Adventure
1225,TV Show,Last Chance U: Basketball,,Pakistan,10/03/2021,2021,TV-MA,1 Season,Docuseries,2021,Docuseries,,
1226,TV Show,Marriage or Mortgage,,Pakistan,10/03/2021,2021,TV-G,1 Season,"Reality TV, Romantic TV Shows",2021,Reality TV,Romantic TV Shows,
1227,TV Show,The Houseboat,,Germany,09/03/2021,2021,TV-14,1 Season,"Docuseries, International TV Shows",2021,Docuseries,International TV Shows,
1228,TV Show,Bombay Begums,,India,08/03/2021,2021,TV-MA,1 Season,"International TV Shows, TV Dramas",2021,International TV Shows,TV Dramas,
1230,TV Show,My Way,,Egypt,06/03/2021,2015,TV-14,1 Season,"International TV Shows, TV Dramas",2021,International TV Shows,TV Dramas,
1232,TV Show,City of Ghosts,,United States,05/03/2021,2021,TV-Y7,1 Season,Kids' TV,2021,Kids' TV,,
1235,TV Show,Nevenka: Breaking the Silence,Maribel Sánchez-Maroto,Spain,05/03/2021,2021,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",2021,Docuseries,International TV Shows,Spanish-Language TV Shows
1236,TV Show,Pokémon Journeys: The Series,,Pakistan,05/03/2021,2021,TV-Y7,4 Seasons,"Anime Series, Kids' TV, TV Action & Adventure",2021,Anime Series,Kids' TV,TV Action & Adventure
1239,TV Show,Pacific Rim: The Black,,United States,04/03/2021,2021,TV-14,1 Season,Anime Series,2021,Anime Series,,
1243,TV Show,Murder Among the Mormons,"Jared Hess, Tyler Measom",United States,03/03/2021,2021,TV-14,1 Season,"Crime TV Shows, Docuseries",2021,Crime TV Shows,Docuseries,
1246,TV Show,Word Party,,United States,02/03/2021,2021,TV-Y,5 Seasons,Kids' TV,2021,Kids' TV,,
1247,TV Show,A Perfect Day For Arsenide,Sunny Lau,,01/03/2021,2019,TV-MA,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows",2021,Classic & Cult TV,Crime TV Shows,International TV Shows
1258,TV Show,TIGER & BUNNY,,Japan,28/02/2021,2011,TV-14,1 Season,"Anime Series, International TV Shows",2021,Anime Series,International TV Shows,
1269,TV Show,El final del paraíso,,United States,25/02/2021,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2021,Crime TV Shows,International TV Shows,Spanish-Language TV Shows
1271,TV Show,Sin senos sí hay paraíso,,United States,25/02/2021,2018,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,International TV Shows,Spanish-Language TV Shows,TV Dramas
1272,TV Show,The Last Bastion,,Pakistan,25/02/2021,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,International TV Shows,Spanish-Language TV Shows,TV Dramas
1273,TV Show,Age of Samurai: Battle for Japan,,United States,24/02/2021,2021,TV-MA,1 Season,"Docuseries, International TV Shows",2021,Docuseries,International TV Shows,
1275,TV Show,Canine Intervention,,United States,24/02/2021,2021,TV-PG,1 Season,Reality TV,2021,Reality TV,,
1276,TV Show,Ginny & Georgia,,United States,24/02/2021,2021,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",2021,Romantic TV Shows,TV Comedies,TV Dramas
1278,TV Show,Two Sentence Horror Stories,,United States,24/02/2021,2021,TV-14,2 Seasons,"TV Horror, Teen TV Shows",2021,TV Horror,Teen TV Shows,
1283,TV Show,Zindagi in Short,,India,22/02/2021,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",2021,International TV Shows,TV Dramas,
1286,TV Show,Vincenzo,,South Korea,21/02/2021,2021,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",2021,International TV Shows,TV Comedies,TV Dramas
1294,TV Show,Pitta Kathalu,"Tharun Bhascker Dhaassyam, B. V. Nandini Reddy, Nag Ashwin, Sankalp Reddy",India,19/02/2021,2021,TV-MA,1 Season,"International TV Shows, TV Dramas",2021,International TV Shows,TV Dramas,
1295,TV Show,Tribes of Europa,,Germany,19/02/2021,2021,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2021,International TV Shows,TV Action & Adventure,TV Dramas
1297,TV Show,"Hello, Me!",,South Korea,18/02/2021,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,International TV Shows,Romantic TV Shows,TV Comedies
1299,TV Show,Sisyphus,,South Korea,18/02/2021,2021,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",2021,International TV Shows,TV Action & Adventure,TV Dramas
1300,TV Show,Thus Spoke Kishibe Rohan,,Pakistan,18/02/2021,2021,TV-MA,1 Season,"Anime Series, International TV Shows",2021,Anime Series,International TV Shows,
1301,TV Show,Amend: The Fight for America,,United States,17/02/2021,2021,TV-MA,1 Season,Docuseries,2021,Docuseries,,
1302,TV Show,Behind Her Eyes,,United Kingdom,17/02/2021,2021,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",2021,British TV Shows,International TV Shows,TV Dramas
1303,TV Show,MeatEater,,United States,17/02/2021,2021,TV-14,4 Seasons,"Docuseries, Reality TV, Science & Nature TV",2021,Docuseries,Reality TV,Science & Nature TV
1307,TV Show,Good Girls,,United States,16/02/2021,2020,TV-MA,3 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",2021,Crime TV Shows,TV Comedies,TV Dramas
1309,TV Show,Booba,,United Kingdom,15/02/2021,2021,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",2021,Kids' TV,TV Comedies,
1311,TV Show,The Crew,,United States,15/02/2021,2021,TV-14,1 Season,TV Comedies,2021,TV Comedies,,
1314,TV Show,Buried by the Bernards,,United States,12/02/2021,2021,TV-14,1 Season,Reality TV,2021,Reality TV,,
1315,TV Show,Chappelle's Show,Stan Lathan,United States,12/02/2021,2005,TV-MA,2 Seasons,TV Comedies,2021,TV Comedies,,
1318,TV Show,Nadiya Bakes,,United Kingdom,12/02/2021,2021,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV",2021,British TV Shows,International TV Shows,Reality TV
1321,TV Show,Capitani,,Luxembourg,11/02/2021,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2021,Crime TV Shows,International TV Shows,TV Dramas
1322,TV Show,El Chema,,Mexico,11/02/2021,2016,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",2021,Crime TV Shows,Spanish-Language TV Shows,TV Action & Adventure
1329,TV Show,Crime Scene: The Vanishing at the Cecil Hotel,Joe Berlinger,United States,10/02/2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",2021,Crime TV Shows,Docuseries,
1332,TV Show,Five Came Back: The Reference Films,,United States,09/02/2021,1945,TV-MA,1 Season,TV Shows,2021,TV Shows,,
1333,TV Show,ICarly,,United States,08/02/2021,2008,TV-G,2 Seasons,"Kids' TV, TV Comedies",2021,Kids' TV,TV Comedies,
1336,TV Show,The Sinner,,United States,06/02/2021,2020,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",2021,Crime TV Shows,TV Dramas,TV Mysteries
1339,TV Show,Hache,,Spain,05/02/2021,2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2021,Crime TV Shows,International TV Shows,Spanish-Language TV Shows
1340,TV Show,Invisible City,,Brazil,05/02/2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2021,Crime TV Shows,International TV Shows,TV Dramas
1349,TV Show,Firefly Lane,,United States,03/02/2021,2021,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",2021,Romantic TV Shows,TV Dramas,
1350,TV Show,"Pablo Escobar, el patrón del mal",,Colombia,03/02/2021,2012,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2021,Crime TV Shows,International TV Shows,Spanish-Language TV Shows
1351,TV Show,Power Rangers Ninja Steel,,United States,03/02/2021,2018,TV-Y7,2 Seasons,Kids' TV,2021,Kids' TV,,
1353,TV Show,Tiffany Haddish Presents: They Ready,,United States,02/02/2021,2021,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",2021,Stand-Up Comedy & Talk Shows,TV Comedies,
1355,TV Show,Heartland,,Canada,01/02/2021,2019,TV-14,13 Seasons,TV Dramas,2021,TV Dramas,,
1356,TV Show,Love Daily,,United States,01/02/2021,2018,TV-14,1 Season,"Romantic TV Shows, Teen TV Shows",2021,Romantic TV Shows,Teen TV Shows,
1357,TV Show,My Dead Ex,,United States,01/02/2021,2018,TV-14,1 Season,"TV Comedies, Teen TV Shows",2021,TV Comedies,Teen TV Shows,
1361,TV Show,The House Arrest of Us,Richard Arellano,Philippines,01/02/2021,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2021,International TV Shows,Romantic TV Shows,TV Comedies
1362,TV Show,The Unsettling,,United States,01/02/2021,2019,TV-14,1 Season,"TV Horror, Teen TV Shows",2021,TV Horror,Teen TV Shows,
1363,TV Show,Total Drama,,Canada,01/02/2021,2015,TV-PG,7 Seasons,"Kids' TV, TV Comedies",2021,Kids' TV,TV Comedies,
1364,TV Show,Zac and Mia,,United States,01/02/2021,2019,TV-14,2 Seasons,"Romantic TV Shows, TV Dramas, Teen TV Shows",2021,Romantic TV Shows,TV Dramas,Teen TV Shows
1366,TV Show,Zig & Sharko,,France,01/02/2021,2019,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",2021,Kids' TV,TV Comedies,
1372,TV Show,We Are: The Brooklyn Saints,,United States,29/01/2021,2021,TV-14,1 Season,Docuseries,2021,Docuseries,,
1374,TV Show,50M2,,Turkey,27/01/2021,2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",2021,International TV Shows,TV Dramas,TV Thrillers
1376,TV Show,BONDING,,United States,27/01/2021,2021,TV-MA,2 Seasons,"TV Comedies, TV Dramas",2021,TV Comedies,TV Dramas,
1378,TV Show,Outlander,,United States,27/01/2021,2018,TV-MA,4 Seasons,"Romantic TV Shows, TV Action & Adventure, TV Dramas",2021,Romantic TV Shows,TV Action & Adventure,TV Dramas
1381,TV Show,Go Dog Go,,United States,26/01/2021,2021,TV-Y,1 Season,Kids' TV,2021,Kids' TV,,
1384,TV Show,Blown Away,,Canada,22/01/2021,2021,TV-14,2 Seasons,"International TV Shows, Reality TV",2021,International TV Shows,Reality TV,
1385,TV Show,Busted!,,South Korea,22/01/2021,2021,TV-14,3 Seasons,"Crime TV Shows, International TV Shows, Korean TV Shows",2021,Crime TV Shows,International TV Shows,Korean TV Shows
1386,TV Show,Demon Slayer: Kimetsu no Yaiba,,Japan,22/01/2021,2019,TV-14,1 Season,"Anime Series, International TV Shows",2021,Anime Series,International TV Shows,
1393,TV Show,Daughter From Another Mother,,Mexico,20/01/2021,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",2021,International TV Shows,Spanish-Language TV Shows,TV Comedies
1395,TV Show,Spycraft,,United States,20/01/2021,2021,TV-MA,1 Season,"Docuseries, Science & Nature TV",2021,Docuseries,Science & Nature TV,
1396,TV Show,Hello Ninja,,United States,19/01/2021,2021,TV-Y,4 Seasons,Kids' TV,2021,Kids' TV,,
1401,TV Show,Bling Empire,,United States,15/01/2021,2021,TV-MA,1 Season,Reality TV,2021,Reality TV,,
1402,TV Show,Carmen Sandiego,,United States,15/01/2021,2021,TV-Y7,4 Seasons,"Kids' TV, TV Thrillers",2021,Kids' TV,TV Thrillers,
1403,TV Show,Disenchantment,,United States,15/01/2021,2021,TV-14,3 Seasons,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",2021,TV Action & Adventure,TV Comedies,TV Sci-Fi & Fantasy
1405,TV Show,Henry Danger,,United States,15/01/2021,2016,TV-G,3 Seasons,"Kids' TV, TV Comedies",2021,Kids' TV,TV Comedies,
1409,TV Show,The Magicians,,United States,15/01/2021,2020,TV-MA,5 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",2021,TV Dramas,TV Sci-Fi & Fantasy,
1417,TV Show,Night Stalker: The Hunt for a Serial Killer,Tiller Russell,United States,13/01/2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",2021,Crime TV Shows,Docuseries,
1420,TV Show,Last Tango in Halifax,Juliet May,United Kingdom,12/01/2021,2020,TV-MA,4 Seasons,"British TV Shows, Romantic TV Shows, TV Dramas",2021,British TV Shows,Romantic TV Shows,TV Dramas
1428,TV Show,Inside the World’s Toughest Prisons,,United Kingdom,08/01/2021,2021,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, Docuseries",2021,British TV Shows,Crime TV Shows,Docuseries
