show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,genre1,genre2,genre3
1188,Movie,Deadly Illusions,Anna Elizabeth James,United States,18/03/2021,2021,R,115,Thrillers,2021,Thrillers,,
1189,Movie,Get the Goat,Vitor Brandt,Brazil,18/03/2021,2021,TV-14,98,"Action & Adventure, Comedies, International Movies",2021,Action & Adventure,Comedies,International Movies
1190,Movie,Nate Bargatze: The Greatest Average American,Troy Miller,United States,18/03/2021,2021,TV-G,60,Stand-Up Comedy,2021,Stand-Up Comedy,,
1191,Movie,Skylines,Liam O'Donnell,United Kingdom,18/03/2021,2020,R,113,Action & Adventure,2021,Action & Adventure,,
1192,Movie,The Fluffy Movie,"Manny Rodriguez, Jay Lavender",United States,18/03/2021,2014,PG-13,101,Stand-Up Comedy,2021,Stand-Up Comedy,,
1193,Movie,The Present,Farah Nabulsi,United Kingdom,18/03/2021,2020,TV-MA,24,"Dramas, International Movies",2021,Dramas,International Movies,
1194,Movie,Wave of Cinema: 90's Generation,Adriano Rudiman,,18/03/2021,2020,TV-PG,51,"Documentaries, International Movies, Music & Musicals",2021,Documentaries,International Movies,Music & Musicals
1195,Movie,Catch.er,Walter Taylaur,Nigeria,17/03/2021,2017,TV-14,80,"Dramas, International Movies, Thrillers",2021,Dramas,International Movies,Thrillers
1196,Movie,Operation Varsity Blues: The College Admissions Scandal,Chris Smith,United States,17/03/2021,2021,R,100,Documentaries,2021,Documentaries,,
1198,Movie,Get on Up,Tate Taylor,United Kingdom,16/03/2021,2014,PG-13,139,"Dramas, Music & Musicals",2021,Dramas,Music & Musicals,
1199,Movie,RebellComedy: Straight Outta the Zoo,Ladislaus Kiraly,Germany,16/03/2021,2021,TV-MA,74,Stand-Up Comedy,2021,Stand-Up Comedy,,
1200,Movie,Savages,Oliver Stone,United States,16/03/2021,2012,R,131,"Dramas, Thrillers",2021,Dramas,Thrillers,
1203,Movie,C/O Kaadhal,Hemambar Jasti,India,15/03/2021,2021,TV-14,131,"Dramas, International Movies, Romantic Movies",2021,Dramas,International Movies,Romantic Movies
1204,Movie,The BFG,Steven Spielberg,United States,15/03/2021,2016,PG,118,"Children & Family Movies, Dramas",2021,Children & Family Movies,Dramas,
1205,Movie,The Last Blockbuster,Taylor Morden,United States,15/03/2021,2020,TV-14,87,Documentaries,2021,Documentaries,,
1208,Movie,Audrey,Helena Coan,,14/03/2021,2020,TV-14,101,Documentaries,2021,Documentaries,,
1209,Movie,Çarsi Pazar,Muharrem Gülmez,Turkey,12/03/2021,2015,TV-MA,97,"Comedies, International Movies",2021,Comedies,International Movies,
1210,Movie,Just In Time,Dolapo Adeleke,Kenya,12/03/2021,2020,TV-G,92,"Comedies, Dramas, International Movies",2021,Comedies,Dramas,International Movies
1212,Movie,Mucize,Mahsun Kırmızıgül,Turkey,12/03/2021,2015,TV-14,136,"Dramas, International Movies",2021,Dramas,International Movies,
1213,Movie,Paper Lives,Can Ulkay,Turkey,12/03/2021,2021,TV-MA,97,"Dramas, International Movies",2021,Dramas,International Movies,
1215,Movie,Quiet,Luis Alejandro Pérez,,12/03/2021,2020,TV-MA,103,"Dramas, International Movies, Music & Musicals",2021,Dramas,International Movies,Music & Musicals
1216,Movie,Romantik Komedi,Ketche,Turkey,12/03/2021,2010,TV-MA,110,"Comedies, International Movies, Romantic Movies",2021,Comedies,International Movies,Romantic Movies
1217,Movie,Romantik Komedi 2: Bekarlığa Veda,Erol Özlevi,Turkey,12/03/2021,2013,TV-MA,105,"Comedies, International Movies, Romantic Movies",2021,Comedies,International Movies,Romantic Movies
1219,Movie,YES DAY,Miguel Arteta,United States,12/03/2021,2021,PG,90,"Children & Family Movies, Comedies",2021,Children & Family Movies,Comedies,
1220,Movie,You're Everything To Me,Tolga Örnek,Turkey,12/03/2021,2016,TV-PG,107,"Comedies, Dramas, Independent Movies",2021,Comedies,Dramas,Independent Movies
1221,Movie,Coven of Sisters,Pablo Agüero,Spain,11/03/2021,2021,TV-MA,92,"Dramas, Independent Movies, International Movies",2021,Dramas,Independent Movies,International Movies
1222,Movie,Generasi 90an: Melankolia,Mohammad Irfan Ramly,Indonesia,11/03/2021,2020,TV-14,94,"Dramas, International Movies",2021,Dramas,International Movies,
1223,Movie,The Block Island Sound,"Kevin McManus, Matthew McManus",United States,11/03/2021,2020,TV-MA,99,"Horror Movies, Independent Movies",2021,Horror Movies,Independent Movies,
1229,Movie,Bombay Rose,Gitanjali Rao,India,08/03/2021,2021,PG-13,97,"Dramas, Independent Movies, International Movies",2021,Dramas,Independent Movies,International Movies
1231,Movie,Aelay,Halitha Shameem,India,05/03/2021,2021,TV-14,151,"Comedies, Dramas, Independent Movies",2021,Comedies,Dramas,Independent Movies
1233,Movie,Dogwashers,Carlos Moreno,Colombia,05/03/2021,2021,TV-MA,108,"Comedies, Dramas, International Movies",2021,Comedies,Dramas,International Movies
1234,Movie,Fate of Alakada,Kayode Kasum,Nigeria,05/03/2021,2020,TV-14,113,"Comedies, International Movies",2021,Comedies,International Movies,
1237,Movie,Sentinelle,Julien Leclercq,France,05/03/2021,2021,TV-MA,81,"Action & Adventure, Dramas, International Movies",2021,Action & Adventure,Dramas,International Movies
1238,Movie,Mariposa,Fajar Bustomi,Indonesia,04/03/2021,2020,TV-14,116,"Comedies, International Movies, Romantic Movies",2021,Comedies,International Movies,Romantic Movies
1240,Movie,Parker,Taylor Hackford,United States,04/03/2021,2013,R,119,Action & Adventure,2021,Action & Adventure,,
1241,Movie,Safe Haven,Lasse Hallström,United States,04/03/2021,2013,PG-13,116,"Dramas, Romantic Movies",2021,Dramas,Romantic Movies,
1242,Movie,Moxie,Amy Poehler,United States,03/03/2021,2021,PG-13,112,"Comedies, Dramas, Music & Musicals",2021,Comedies,Dramas,Music & Musicals
1244,Movie,Black or White,Mike Binder,United States,02/03/2021,2014,PG-13,121,Dramas,2021,Dramas,,
1245,Movie,Indoo Ki Jawani,Abir Sengupta,India,02/03/2021,2020,TV-14,115,"Action & Adventure, Comedies, International Movies",2021,Action & Adventure,Comedies,International Movies
1248,Movie,Banyuki,Hidenori Inoue,,01/03/2021,2009,TV-PG,182,"Action & Adventure, Dramas, International Movies",2021,Action & Adventure,Dramas,International Movies
1249,Movie,Biggie: I Got a Story to Tell,Emmett Malloy,United States,01/03/2021,2021,R,98,"Documentaries, Music & Musicals",2021,Documentaries,Music & Musicals,
1250,Movie,Blanche Gardin: The All-Nighter,"Xavier Maingon, Marc-Antoine Hélard",,01/03/2021,2021,TV-MA,96,Stand-Up Comedy,2021,Stand-Up Comedy,,
1251,Movie,Connected,Milton Kremer,,01/03/2021,2021,TV-G,42,"Documentaries, International Movies, Music & Musicals",2021,Documentaries,International Movies,Music & Musicals
1252,Movie,Dances with Wolves,Kevin Costner,United States,01/03/2021,1990,PG-13,181,"Action & Adventure, Classic Movies, Dramas",2021,Action & Adventure,Classic Movies,Dramas
1253,Movie,How to Be Really Bad,Marco Petry,Germany,01/03/2021,2018,TV-14,100,"Comedies, International Movies",2021,Comedies,International Movies,
1254,Movie,LEGO Marvel Spider-Man: Vexed by Venom,"Andrew Duncan, Ken Cunningham",United States,01/03/2021,2019,TV-Y,22,"Children & Family Movies, Comedies",2021,Children & Family Movies,Comedies,
1255,Movie,Rain Man,Barry Levinson,United States,01/03/2021,1988,R,134,"Classic Movies, Dramas",2021,Classic Movies,Dramas,
1256,Movie,Seven Souls in the Skull Castle 2011,Hidenori Inoue,,01/03/2021,2011,TV-14,177,"Action & Adventure, Dramas, International Movies",2021,Action & Adventure,Dramas,International Movies
1257,Movie,Tenacious D in The Pick of Destiny,Liam Lynch,United States,01/03/2021,2006,R,94,"Comedies, Cult Movies, Music & Musicals",2021,Comedies,Cult Movies,Music & Musicals
1259,Movie,Bigfoot Family,"Jérémie Degruson, Ben Stassen",Belgium,26/02/2021,2021,TV-Y7,88,"Children & Family Movies, Comedies",2021,Children & Family Movies,Comedies,
1260,Movie,Captain Fantastic,Matt Ross,United States,26/02/2021,2016,R,119,"Comedies, Dramas, Independent Movies",2021,Comedies,Dramas,Independent Movies
1261,Movie,Crazy About Her,Dani de la Orden,Spain,26/02/2021,2021,TV-MA,107,"Comedies, International Movies, Romantic Movies",2021,Comedies,International Movies,Romantic Movies
1262,Movie,Fuga,Pablo Larraín,Argentina,26/02/2021,2006,TV-MA,112,"Dramas, Independent Movies, International Movies",2021,Dramas,Independent Movies,International Movies
1263,Movie,Ginny & Georgia - The Afterparty,,Pakistan,26/02/2021,2021,TV-MA,35,"Comedies, Dramas",2021,Comedies,Dramas,
1264,Movie,No Escape,John Erick Dowdle,United States,26/02/2021,2015,R,103,Action & Adventure,2021,Action & Adventure,,
1265,Movie,Our Idiot Brother,Jesse Peretz,United States,26/02/2021,2011,R,90,"Comedies, Dramas, Independent Movies",2021,Comedies,Dramas,Independent Movies
1266,Movie,The Girl on the Train,Ribhu Dasgupta,India,26/02/2021,2021,TV-MA,120,"International Movies, Thrillers",2021,International Movies,Thrillers,
1267,Movie,Tony Manero,Pablo Larraín,Chile,26/02/2021,2008,TV-MA,97,"Dramas, Independent Movies, International Movies",2021,Dramas,Independent Movies,International Movies
1268,Movie,Who Am I,Baran bo Odar,Germany,26/02/2021,2014,TV-MA,102,"International Movies, Thrillers",2021,International Movies,Thrillers,
1270,Movie,Geez & Ann,Rizki Balki,Indonesia,25/02/2021,2021,TV-PG,106,"Dramas, International Movies, Romantic Movies",2021,Dramas,International Movies,Romantic Movies
1274,Movie,"Blue, Painful, Fragile",Shunsuke Kariyama,Japan,24/02/2021,2020,TV-14,119,"International Movies, Thrillers",2021,International Movies,Thrillers,
1277,Movie,M8 - When Death Rescues Life,Jeferson De,,24/02/2021,2019,TV-MA,84,"Dramas, International Movies",2021,Dramas,International Movies,
1279,Movie,Brian Regan: On the Rocks,Troy Miller,United States,23/02/2021,2021,TV-G,58,Stand-Up Comedy,2021,Stand-Up Comedy,,
1280,Movie,Made You Look: A True Story About Fake Art,Barry Avrich,Canada,23/02/2021,2020,TV-14,90,"Documentaries, International Movies",2021,Documentaries,International Movies,
1281,Movie,Pelé,"David Tryhorn, Ben Nicholas",United Kingdom,23/02/2021,2021,TV-14,109,"Documentaries, International Movies, Sports Movies",2021,Documentaries,International Movies,Sports Movies
1282,Movie,Red,Tirumala Kishore,India,23/02/2021,2021,TV-14,143,"Dramas, International Movies",2021,Dramas,International Movies,
1284,Movie,The Conjuring,James Wan,United States,21/02/2021,2013,R,112,"Horror Movies, Thrillers",2021,Horror Movies,Thrillers,
1285,Movie,The Conjuring 2,James Wan,Canada,21/02/2021,2016,R,134,Horror Movies,2021,Horror Movies,,
1287,Movie,Classmates Minus,Huang Hsin-Yao,Taiwan,20/02/2021,2020,TV-MA,123,"Comedies, Dramas, Independent Movies",2021,Comedies,Dramas,Independent Movies
1288,Movie,Fate: The Winx Saga - The Afterparty,,United Kingdom,20/02/2021,2021,TV-14,36,"Comedies, Dramas",2021,Comedies,Dramas,
1289,Movie,Operation Finale,Chris Weitz,United States,20/02/2021,2018,PG-13,123,"Dramas, Thrillers",2021,Dramas,Thrillers,
1290,Movie,Wave of Cinema: Surat dari Timur,Saron Sakina,,20/02/2021,2020,TV-G,58,"Documentaries, International Movies, Music & Musicals",2021,Documentaries,International Movies,Music & Musicals
1291,Movie,I Care a Lot,J Blakeson,United Kingdom,19/02/2021,2021,R,118,"Comedies, LGBTQ Movies, Thrillers",2021,Comedies,LGBTQ Movies,Thrillers
1292,Movie,Love,Khalid Rahman,India,19/02/2021,2020,TV-14,91,"Dramas, Independent Movies, International Movies",2021,Dramas,Independent Movies,International Movies
1293,Movie,Perú: Tesoro escondido,Luis Ara,Uruguay,19/02/2021,2017,TV-PG,76,"Documentaries, International Movies",2021,Documentaries,International Movies,
1296,Movie,Eeb Allay Ooo!,Prateek Vats,India,18/02/2021,2019,TV-MA,97,"Comedies, Dramas, Independent Movies",2021,Comedies,Dramas,Independent Movies
1298,Movie,No Escape Room,Alex Merkin,United States,18/02/2021,2018,TV-14,85,Horror Movies,2021,Horror Movies,,
1304,Movie,The Most Unknown,Ian Cheney,United States,17/02/2021,2018,TV-PG,92,Documentaries,2021,Documentaries,,
1305,Movie,Animals on the Loose: A You vs. Wild Movie,Ben Simms,United States,16/02/2021,2021,TV-PG,139,Children & Family Movies,2021,Children & Family Movies,,
1306,Movie,Awara Paagal Deewana,Vikram Bhatt,India,16/02/2021,2002,TV-14,162,"Action & Adventure, Comedies, Dramas",2021,Action & Adventure,Comedies,Dramas
1308,Movie,The Resurrection of Gavin Stone,Dallas Jenkins,United States,16/02/2021,2017,PG,92,"Children & Family Movies, Comedies, Dramas",2021,Children & Family Movies,Comedies,Dramas
1310,Movie,"My Teacher, My Obsession",Damián Romay,United States,15/02/2021,2018,TV-14,86,Thrillers,2021,Thrillers,,
1312,Movie,Namaste Wahala,Hamisha Daryani Ahuja,Nigeria,14/02/2021,2021,TV-14,107,"Comedies, Dramas, International Movies",2021,Comedies,Dramas,International Movies
1313,Movie,Monsoon,Hong Khaou,United Kingdom,13/02/2021,2020,TV-MA,85,"Dramas, Independent Movies, LGBTQ Movies",2021,Dramas,Independent Movies,LGBTQ Movies
1316,Movie,Hate by Dani Rovira,Mario Briongos,Spain,12/02/2021,2021,TV-MA,83,Stand-Up Comedy,2021,Stand-Up Comedy,,
1317,Movie,Mundina Nildana,Vinay Bharadwaj,India,12/02/2021,2019,TV-MA,104,"Dramas, International Movies, Romantic Movies",2021,Dramas,International Movies,Romantic Movies
1319,Movie,To All The Boys: Always And Forever,Michael Fimognari,United States,12/02/2021,2021,TV-14,116,"Comedies, Romantic Movies",2021,Comedies,Romantic Movies,
1320,Movie,Xico's Journey,Eric D. Cabello Díaz,Mexico,12/02/2021,2021,TV-Y7,87,Children & Family Movies,2021,Children & Family Movies,,
1323,Movie,Growing up and other problems,Clara Martínez-Lázaro,Spain,11/02/2021,2018,TV-14,91,"Comedies, Dramas, International Movies",2021,Comedies,Dramas,International Movies
1324,Movie,Layla Majnun,Monty Tiwa,Indonesia,11/02/2021,2020,TV-14,119,"Dramas, International Movies, Romantic Movies",2021,Dramas,International Movies,Romantic Movies
1325,Movie,Middle of Nowhere,Ava DuVernay,United States,11/02/2021,2012,R,102,"Dramas, Independent Movies, Romantic Movies",2021,Dramas,Independent Movies,Romantic Movies
1326,Movie,Red Dot,Alain Darborg,Sweden,11/02/2021,2021,TV-MA,86,"International Movies, Thrillers",2021,International Movies,Thrillers,
1327,Movie,Squared Love,Filip Zylber,Poland,11/02/2021,2021,TV-14,102,"Comedies, International Movies, Romantic Movies",2021,Comedies,International Movies,Romantic Movies
1328,Movie,This Is the Life,Ava DuVernay,United States,11/02/2021,2008,TV-MA,98,"Documentaries, Music & Musicals",2021,Documentaries,Music & Musicals,
1330,Movie,The Misadventures of Hedi and Cokeman,Julien Royal,France,10/02/2021,2021,TV-MA,99,"Comedies, International Movies",2021,Comedies,International Movies,
1331,Movie,The World We Make,Brian Baugh,United States,10/02/2021,2019,PG,108,"Dramas, Romantic Movies",2021,Dramas,Romantic Movies,
1334,Movie,War Dogs,Todd Phillips,United States,08/02/2021,2016,R,114,"Comedies, Dramas",2021,Comedies,Dramas,
1335,Movie,Monster Run,Henri Wong,China,07/02/2021,2020,TV-14,104,"Action & Adventure, International Movies",2021,Action & Adventure,International Movies,
1337,Movie,Blanche Gardin: I talk to myself,Maïa Sandoz,France,05/02/2021,2017,TV-MA,88,Stand-Up Comedy,2021,Stand-Up Comedy,,
1338,Movie,Doob: No Bed of Roses,Mostofa Sarwar Farooki,Bangladesh,05/02/2021,2017,TV-PG,104,"Dramas, Independent Movies, International Movies",2021,Dramas,Independent Movies,International Movies
1341,Movie,Little Big Women,Joseph Hsu,Taiwan,05/02/2021,2020,TV-14,123,"Dramas, International Movies",2021,Dramas,International Movies,
1342,Movie,Malcolm & Marie,Sam Levinson,United States,05/02/2021,2021,R,106,"Dramas, Independent Movies",2021,Dramas,Independent Movies,
1343,Movie,Space Sweepers,Jo Sung-hee,South Korea,05/02/2021,2021,TV-MA,138,"Action & Adventure, Dramas, International Movies",2021,Action & Adventure,Dramas,International Movies
1344,Movie,"Strip Down, Rise Up",Michèle Ohayon,United States,05/02/2021,2021,R,113,Documentaries,2021,Documentaries,,
1345,Movie,The Last Paradiso,Rocco Ricciardulli,Italy,05/02/2021,2020,TV-MA,107,"Dramas, International Movies, Romantic Movies",2021,Dramas,International Movies,Romantic Movies
1346,Movie,The Yin-Yang Master: Dream Of Eternity,Guo Jingming,China,05/02/2021,2021,TV-14,133,"Action & Adventure, International Movies",2021,Action & Adventure,International Movies,
1347,Movie,All My Friends Are Dead,Jan Belcl,Poland,03/02/2021,2020,TV-MA,97,"Comedies, Dramas, International Movies",2021,Comedies,Dramas,International Movies
1348,Movie,Black Beach,Esteban Crespo,Spain,03/02/2021,2020,TV-MA,116,"Action & Adventure, International Movies",2021,Action & Adventure,International Movies,
1352,Movie,"Our Lady of San Juan, Four Centuries of Miracles",Noé González,Mexico,02/02/2021,2020,TV-PG,123,"Dramas, Faith & Spirituality, International Movies",2021,Dramas,Faith & Spirituality,International Movies
1354,Movie,Beverly Hills Ninja,Dennis Dugan,United States,01/02/2021,1997,PG-13,89,"Action & Adventure, Comedies",2021,Action & Adventure,Comedies,
1358,Movie,Rocks,Sarah Gavron,United Kingdom,01/02/2021,2019,TV-MA,93,Dramas,2021,Dramas,,
1359,Movie,Shutter Island,Martin Scorsese,United States,01/02/2021,2010,R,139,Thrillers,2021,Thrillers,,
1360,Movie,The Bank Job,Roger Donaldson,United Kingdom,01/02/2021,2008,R,112,"Dramas, International Movies, Thrillers",2021,Dramas,International Movies,Thrillers
1365,Movie,Zathura,Jon Favreau,United States,01/02/2021,2005,PG,101,"Children & Family Movies, Sci-Fi & Fantasy",2021,Children & Family Movies,Sci-Fi & Fantasy,
1367,Movie,Fatima,Marco Pontecorvo,Portugal,31/01/2021,2020,PG-13,113,"Dramas, Faith & Spirituality",2021,Dramas,Faith & Spirituality,
1368,Movie,Hell Fest,Gregory Plotkin,United States,31/01/2021,2018,R,89,Horror Movies,2021,Horror Movies,,
1369,Movie,Below Zero,Lluís Quílez,Spain,29/01/2021,2021,TV-MA,107,"Action & Adventure, International Movies",2021,Action & Adventure,International Movies,
1370,Movie,Finding ‘Ohana,Jude Weng,United States,29/01/2021,2021,PG,123,"Children & Family Movies, Comedies",2021,Children & Family Movies,Comedies,
1371,Movie,The Dig,Simon Stone,United Kingdom,29/01/2021,2021,PG-13,113,"Dramas, International Movies",2021,Dramas,International Movies,
1373,Movie,June & Kopi,Noviandra Santosa,Indonesia,28/01/2021,2021,TV-PG,90,"Children & Family Movies, Dramas, International Movies",2021,Children & Family Movies,Dramas,International Movies
1375,Movie,Accomplice,Jeremy Grant,United States,27/01/2021,2021,TV-14,52,"Documentaries, International Movies, Sports Movies",2021,Documentaries,International Movies,Sports Movies
1377,Movie,Kilometers and Kilometers,Jeo Baby,India,27/01/2021,2020,TV-MA,127,"Comedies, Dramas, Independent Movies",2021,Comedies,Dramas,Independent Movies
1379,Movie,Penguin Bloom,Glendyn Ivin,Australia,27/01/2021,2021,TV-14,95,"Children & Family Movies, Dramas",2021,Children & Family Movies,Dramas,
1380,Movie,Black Rose,Okey Oku,Nigeria,26/01/2021,2018,TV-14,121,"Dramas, International Movies",2021,Dramas,International Movies,
1382,Movie,Hire a Woman,Ifeanyi Ikpoenyi,,26/01/2021,2019,TV-14,108,"Comedies, International Movies, Romantic Movies",2021,Comedies,International Movies,Romantic Movies
1383,Movie,She Is,Chris Eneng Enaji,,26/01/2021,2019,TV-PG,102,"Dramas, International Movies, Romantic Movies",2021,Dramas,International Movies,Romantic Movies
1387,Movie,So My Grandma’s a Lesbian!,Ángeles Reiné,Portugal,22/01/2021,2020,TV-MA,95,"Comedies, International Movies, LGBTQ Movies",2021,Comedies,International Movies,LGBTQ Movies
1388,Movie,The Next Three Days,Paul Haggis,United States,22/01/2021,2010,PG-13,133,"Dramas, Thrillers",2021,Dramas,Thrillers,
1389,Movie,The White Tiger,Ramin Bahrani,India,22/01/2021,2021,R,127,Dramas,2021,Dramas,,
1390,Movie,Friendsgiving,Nicol Paone,United States,21/01/2021,2020,R,95,Comedies,2021,Comedies,,
1391,Movie,The Shadow of Violence,Nick Rowland,United Kingdom,21/01/2021,2020,R,101,Dramas,2021,Dramas,,
1392,Movie,Cut Throat City,RZA,United States,20/01/2021,2020,R,123,Dramas,2021,Dramas,,
1394,Movie,Sightless,Cooper Karl,United States,20/01/2021,2020,TV-14,89,Thrillers,2021,Thrillers,,
1397,Movie,Homefront,Gary Fleder,United States,18/01/2021,2013,R,100,Action & Adventure,2021,Action & Adventure,,
1398,Movie,A Monster Calls,J.A. Bayona,United Kingdom,16/01/2021,2016,PG-13,108,"Dramas, Sci-Fi & Fantasy",2021,Dramas,Sci-Fi & Fantasy,
1399,Movie,Death of Me,Darren Lynn Bousman,United States,16/01/2021,2020,R,94,Horror Movies,2021,Horror Movies,,
1400,Movie,Radium Girls,"Lydia Dean Pilcher, Ginny Mohler",United States,16/01/2021,2018,TV-14,103,"Dramas, Independent Movies",2021,Dramas,Independent Movies,
1404,Movie,Double Dad,Cris D'Amato,Brazil,15/01/2021,2020,TV-G,105,"Children & Family Movies, Comedies, Dramas",2021,Children & Family Movies,Comedies,Dramas
1406,Movie,Outside the Wire,Mikael Håfström,Hungary,15/01/2021,2021,R,116,Action & Adventure,2021,Action & Adventure,,
1407,Movie,Penguins of Madagascar: The Movie,"Eric Darnell, Simon J. Smith",United States,15/01/2021,2014,PG,92,"Children & Family Movies, Comedies",2021,Children & Family Movies,Comedies,
1408,Movie,Pinkfong & Baby Shark's Space Adventure,Byeon Hee-sun,United States,15/01/2021,2019,TV-Y,65,Children & Family Movies,2021,Children & Family Movies,,
1410,Movie,The Vanished,Peter Facinelli,United States,15/01/2021,2020,R,115,Thrillers,2021,Thrillers,,
1411,Movie,Tribhanga - Tedhi Medhi Crazy,Renuka Shahane,India,15/01/2021,2021,TV-MA,96,"Dramas, International Movies",2021,Dramas,International Movies,
1412,Movie,What Would Sophia Loren Do?,Ross Kauffman,United States,15/01/2021,2021,TV-14,32,Documentaries,2021,Documentaries,,
1413,Movie,Wish You,Sung Do-jun,South Korea,15/01/2021,2021,TV-PG,102,"Dramas, International Movies, LGBTQ Movies",2021,Dramas,International Movies,LGBTQ Movies
1414,Movie,Tanda Tanya,Hanung Bramantyo,Indonesia,14/01/2021,2011,TV-MA,102,"Dramas, International Movies",2021,Dramas,International Movies,
1415,Movie,The Heartbreak Club,"Charles Gozali, Bagus Bramanti",Indonesia,14/01/2021,2020,TV-14,101,"Comedies, Dramas, International Movies",2021,Comedies,Dramas,International Movies
1416,Movie,An Imperfect Murder,James Toback,United States,13/01/2021,2017,R,71,"Dramas, Thrillers",2021,Dramas,Thrillers,
1418,Movie,Al acecho,Francisco D'Eufemia,Argentina,12/01/2021,2019,TV-MA,81,"International Movies, Thrillers",2021,International Movies,Thrillers,
1419,Movie,Chris Rock Total Blackout: The Tamborine Extended Cut,Chris Rock,,12/01/2021,2021,TV-MA,98,Stand-Up Comedy,2021,Stand-Up Comedy,,
1421,Movie,"Crack: Cocaine, Corruption & Conspiracy",Stanley Nelson,United States,11/01/2021,2021,TV-MA,90,Documentaries,2021,Documentaries,,
1422,Movie,The Intouchables,"Olivier Nakache, Éric Toledano",France,11/01/2021,2011,R,112,"Comedies, Dramas, International Movies",2021,Comedies,Dramas,International Movies
1423,Movie,Apaharan,Prakash Jha,India,08/01/2021,2005,TV-14,161,"Dramas, International Movies",2021,Dramas,International Movies,
1424,Movie,BluffMaster!,Rohan Sippy,India,08/01/2021,2005,TV-14,129,"Comedies, International Movies, Romantic Movies",2021,Comedies,International Movies,Romantic Movies
1425,Movie,Charming,Ross Venokur,Canada,08/01/2021,2021,TV-Y7,85,"Children & Family Movies, Comedies",2021,Children & Family Movies,Comedies,
1426,Movie,Creating The Queen's Gambit,,United States,08/01/2021,2021,TV-14,14,Documentaries,2021,Documentaries,,
1427,Movie,Gangaajal,Prakash Jha,India,08/01/2021,2003,TV-MA,148,"Dramas, International Movies",2021,Dramas,International Movies,
1429,Movie,Is Love Enough? Sir,Rohena Gera,India,08/01/2021,2018,TV-MA,99,"Dramas, Independent Movies, International Movies",2021,Dramas,Independent Movies,International Movies
1432,Movie,Stuck Apart,,Turkey,08/01/2021,2021,TV-MA,97,"Comedies, Dramas, International Movies",2021,Comedies,Dramas,International Movies
1434,Movie,100% Halal,Jastis Arimba,Indonesia,07/01/2021,2020,TV-14,101,"Dramas, International Movies",2021,Dramas,International Movies,
1435,Movie,Leap!,"Eric Summer, Éric Warin",France,07/01/2021,2016,PG,89,"Children & Family Movies, Comedies",2021,Children & Family Movies,Comedies,
1436,Movie,Pieces of a Woman,Kornél Mundruczó,Canada,07/01/2021,2020,R,128,Dramas,2021,Dramas,,
1437,Movie,Ratones Paranoicos: The Band that Rocked Argentina,"Alejandro Ruax, Ramiro Martínez",,06/01/2021,2021,TV-MA,76,"Documentaries, International Movies, Music & Musicals",2021,Documentaries,International Movies,Music & Musicals
1439,Movie,Tony Parker: The Final Shot,Florent Bodin,France,06/01/2021,2020,TV-14,99,"Documentaries, International Movies, Sports Movies",2021,Documentaries,International Movies,Sports Movies
1442,Movie,Hello Brother,Sohail Khan,India,04/01/2021,1999,TV-14,126,"Action & Adventure, Comedies, International Movies",2021,Action & Adventure,Comedies,International Movies
1445,Movie,Playing for Keeps,Gabriele Muccino,United States,03/01/2021,2012,PG-13,106,"Comedies, Romantic Movies, Sports Movies",2021,Comedies,Romantic Movies,Sports Movies
1446,Movie,Asphalt Burning,Hallvard Bræin,Norway,02/01/2021,2020,TV-14,101,"Action & Adventure, Comedies, International Movies",2021,Action & Adventure,Comedies,International Movies
1447,Movie,Bad Grandpa .5,Jeff Tremaine,United States,01/01/2021,2014,TV-MA,87,Comedies,2021,Comedies,,
1448,Movie,Case 39,Christian Alvart,United States,01/01/2021,2009,R,111,"Horror Movies, Thrillers",2021,Horror Movies,Thrillers,
1451,Movie,Eddie Murphy: Raw,Robert Townsend,United States,01/01/2021,1987,R,90,Stand-Up Comedy,2021,Stand-Up Comedy,,
1452,Movie,Full Out 2: You Got This!,Jeff Deverett,United States,01/01/2021,2020,TV-Y,91,"Children & Family Movies, Dramas, Sports Movies",2021,Children & Family Movies,Dramas,Sports Movies
1453,Movie,Gimme Shelter,Ron Krauss,United States,01/01/2021,2013,PG-13,101,"Dramas, Independent Movies",2021,Dramas,Independent Movies,
1454,Movie,Good Burger,Brian Robbins,United States,01/01/2021,1997,PG,96,"Children & Family Movies, Comedies",2021,Children & Family Movies,Comedies,
1455,Movie,Good Hair,Jeff Stilson,United States,01/01/2021,2009,PG-13,96,Documentaries,2021,Documentaries,,
1457,Movie,Into the Wild,Sean Penn,United States,01/01/2021,2007,R,148,"Action & Adventure, Dramas, Independent Movies",2021,Action & Adventure,Dramas,Independent Movies
1459,Movie,London Heist,Mark McQueen,United Kingdom,01/01/2021,2017,R,96,Action & Adventure,2021,Action & Adventure,,
1460,Movie,Mean Girls 2,Melanie Mayron,United States,01/01/2021,2011,PG-13,98,Comedies,2021,Comedies,,
1462,Movie,Mystic Pizza,Donald Petrie,United States,01/01/2021,1988,R,104,"Comedies, Dramas, Independent Movies",2021,Comedies,Dramas,Independent Movies
1465,Movie,The Creative Brain,"Jennifer Beamish, Toby Trackman",United States,01/01/2021,2019,TV-14,53,Documentaries,2021,Documentaries,,
1467,Movie,The Minimalists: Less Is Now,,United States,01/01/2021,2021,TV-14,54,Documentaries,2021,Documentaries,,
